oo0909,4_A,mld,1.627,nan
blabla0713,6_A,mld,6.163,146.4
yy1617,4_A,mld,9.369,124.409
blabla1515,3_A,mld,1.454,105.752
gg0116,1_A,mld,10.128,100.695
gg0116,2_A,mld,5.925,92.343
yy1617,3_A,mld,5.459,85.578
gg0304,9_A,mld,4.539,79.839
oo0909,2_A,mld,13.76,70.76
gg0116,4_A,mld,6.941,65.455
pupu1203,4_A,mld,23.103,59.264
pipi1112,1_A,mld,30.269,57.539
oo0108,1_A,mld,4.148,56.091
blublu0916,5_A,mld,20.407,51.345
pipi1112,2_A,mld,12.681,51.078
gg0304,10_A,mld,3.336,50.433
blabla1904,1_A,mld,17.278,48.644
gg0116,5_A,mld,9.118,48.238
blabla0713,2_A,mld,5.09,46.656
blabla1515,5_A,mld,3.503,44.302
gg0318,2_A,mld,38.876,43.978
pupu0333,1_A,mld,27.95,43.496
lghp1616,9_A,mld,20.603,43.346
blublu4142,1_A,mld,29.525,42.791
blublu0916,3_A,mld,13.174,42.208
publu0717,2_A,mld,11.279,41.685
publu0717,11_A,mld,23.561,41.127
lghp1616,10_A,mld,7.561,41.07
pupu1203,2_A,mld,5.11,40.917
lghp1616,6_A,mld,6.374,40.911
pupu1203,1_A,mld,11.291,39.873
blabla1904,4_A,mld,8.082,39.596
blabla0713,4_A,mld,5.929,38.088
oo0108,2_A,mld,11.65,38.033
oo1712,8_A,mld,3.983,36.613
pupu1203,3_A,mld,13.502,36.497
blabla1515,8_A,mld,4.63,35.943
oo0108,4_A,mld,1.546,34.952
gg0304,8_A,mld,5.433,34.747
blabla1904,5_A,mld,18.532,34.596
lghp1616,5_A,mld,4.454,34.439
pupu0606,3_A,mld,10.207,34.418
blublu0916,1_A,mld,6.723,31.837
blabla0713,5_A,mld,9.137,30.345
oo1712,2_A,mld,14.394,30.151
oo1712,3_A,mld,12.64,29.738
blublu0809,5_A,mld,9.604,28.588
oo1415,6_A,mld,5.856,28.226
blabla1904,3_A,mld,8.443,27.217
pipu1018,10_A,mld,14.125,26.341
lghp1616,4_A,mld,21.995,25.599
blabla1904,2_A,mld,2.031,25.267
yy1617,5_A,mld,17.518,25.083
pupu0333,3_A,mld,3.768,24.573
yg0331,6_A,mld,9.466,24.45
oo1415,5_A,mld,11.626,24.107
publu0717,6_A,mld,9.213,24.092
blabla0713,3_A,mld,11.358,23.518
oo1415,4_A,mld,9.697,23.304
gg0318,3_A,mld,6.565,23.268
lghp1616,7_A,mld,20.209,23.088
blublu0809,4_A,mld,12.398,22.657
publu0717,4_A,mld,6.296,22.193
publu0717,5_A,mld,5.207,21.893
pupu0333,2_A,mld,6.33,21.282
gg0116,3_A,mld,14.485,21.187
publu0717,9_A,mld,11.678,20.962
oo1712,5_A,mld,5.995,20.905
pipu1018,9_A,mld,8.957,20.689
oo1920,7_A,mld,5.146,20.648
blublu0809,1_A,mld,5.41,20.008
gg0318,1_A,mld,5.172,19.747
gg0304,15_A,mld,6.525,18.647
pupu0606,4_A,mld,6.547,18.623
lghp1616,8_A,mld,7.629,18.578
blabla1515,7_A,mld,7.922,18.558
oo1920,9_A,mld,8.007,18.336
oo0909,6_A,mld,11.618,18.326
rr3334,2_A,mld,2.89,18.138
oo1010,1_A,mld,11.028,17.985
pipu1018,5_A,mld,18.057,17.873
publu0717,8_A,mld,6.186,17.827
blublu0916,4_A,mld,5.191,17.685
yg0331,3_A,mld,4.827,17.477
blabla1819,1_A,mld,13.739,16.853
oo1920,5_A,mld,5.755,16.803
oo1415,3_A,mld,3.562,16.78
oo1920,3_A,mld,5.508,16.705
gg0304,12_A,mld,12.08,16.675
pipu0617,10_A,mld,16.266,16.508
pupu0606,2_A,mld,2.234,16.403
oo1010,4_A,mld,12.823,16.353
pupu0333,5_A,mld,5.801,16.327
yg0331,7_A,mld,4.939,15.601
publu0717,7_A,mld,4.403,15.586
yy1617,2_A,mld,7.345,15.537
gg0304,6_A,mld,5.063,15.513
blabla1515,6_A,mld,14.44,15.494
oo1712,7_A,mld,9.601,15.305
oo1920,10_A,mld,8.141,15.1
oo1920,4_A,mld,3.728,14.946
pipu0617,7_A,mld,4.38,14.572
yg0331,8_A,mld,8.25,14.404
pipu1018,7_A,mld,8.34,14.303
yg0331,4_A,mld,7.444,14.121
oo1010,3_A,mld,2.789,13.998
yg0331,1_A,mld,5.884,13.98
oo1712,4_A,mld,7.344,13.952
blublu0809,3_A,mld,10.757,13.804
pupu1203,5_A,mld,5.241,13.595
blabla0713,1_A,mld,9.232,13.519
oo1415,2_A,mld,1.734,13.49
pipu0617,6_A,mld,4.062,13.438
publu0717,10_A,mld,6.145,13.389
pipu0617,8_A,mld,6.213,13.354
oo0108,3_A,mld,3.606,13.2
yg0331,9_A,mld,7.383,13.007
rr3334,3_A,mld,5.404,13.006
gg0304,11_A,mld,9.658,12.928
pipu1018,6_A,mld,8.533,12.722
pipu1018,8_A,mld,3.292,12.699
pipu1018,11_A,mld,11.379,12.609
blublu0809,2_A,mld,6.222,12.533
blabla1515,4_A,mld,9.663,12.526
gg0318,4_A,mld,1.394,12.402
pupu0333,4_A,mld,10.491,12.39
rr3334,4_A,mld,4.124,11.636
pipu0617,5_A,mld,10.952,11.44
publu0717,3_A,mld,3.669,11.326
pipu0617,3_A,mld,8.869,10.818
oo1920,2_A,mld,4.863,10.682
pipu1018,4_A,mld,7.261,10.65
yg0331,5_A,mld,5.955,9.811
yg0331,2_A,mld,8.913,9.679
yg0331,10_A,mld,2.917,9.105
gg0304,4_A,mld,7.73,8.901
blabla1515,2_A,mld,7.052,8.892
pipu1018,1_A,mld,3.974,7.883
pipu1018,3_A,mld,5.404,7.791
pipu0617,2_A,mld,4.949,7.402
oo0909,5_A,mld,5.617,6.602
pupu0606,1_A,mld,2.321,5.977
pipu1018,2_A,mld,-1,-1
pupi0414,10,OV,57.03,171.383
pupi0414,1,OV,84.975,66.719
obla1305,7,OV,52.186,47.267
gr0869,5,OV,42.161,43.204
glb5202,9,OV,36.26,35.243
gr1070,1,OV,29.413,33.128
glb5656,2,OV,18.912,31.509
pupi0414,8,OV,21.87,29.192
gr1070,4,OV,23.165,28.455
obla17102,2,OV,29.001,27.489
blahp4108,4,OV,26.847,27.099
glb5202,6,OV,37.202,26.096
blahp9904,9,OV,44.582,25.744
obla17102,8,OV,21.223,22.806
obla1305,5,OV,22.452,22.789
blahp4108,5,OV,18.083,22.349
obla17102,7,OV,24.081,22.341
glb5202,7,OV,18.248,21.875
obla17102,4,OV,22.36,21.217
obla17102,10,OV,10.93,21.175
obla17102,6,OV,23.961,21.104
obla1305,4,OV,19.334,19.487
glb5656,5,OV,20.228,19.457
obla17102,9,OV,9.679,19.435
gr0965,7,OV,20.587,19.271
obla17102,5,OV,11.288,19.111
gr0965,3,OV,27.202,18.682
gr0965,6,OV,10.158,18.253
obla1305,8,OV,10.617,17.94
gr1070,2,OV,18.461,17.842
pupi0414,5,OV,15.898,17.265
gr1070,5,OV,20.558,17.204
gr0965,1,OV,24.691,16.298
pupi0414,2,OV,16.69,15.863
gr1070,3,OV,14.393,15.261
blahp9904,7,OV,27.549,15.239
blahp9904,8,OV,25.863,14.341
glb5656,4,OV,15.152,14.237
gr0965,2,OV,17.744,14.123
glb5656,3,OV,12.403,13.672
obla1305,6,OV,10.746,13.412
blugr1612,2,OV,23.156,13.331
blahp9904,6,OV,23.394,12.594
gr0869,8,OV,18.697,11.658
gr0869,9,OV,14.129,11.554
pupi0414,3,OV,12.132,10.271
glb5202,5,OV,11.278,10.095
pupi0414,6,OV,9.397,9.938
gr0869,10,OV,6.574,9.303
pupi0414,7,OV,8.95,9.265
gr0869,11,OV,10.912,8.075
gr0869,2,OV,4.697,7.96
pupi0414,9,OV,4.824,7.69
gr0869,7,OV,10.835,7.445
gr0965,4,OV,9.261,7.181
gr0965,5,OV,6.021,6.631
blugr1612,3,OV,6.759,5.785
blugr1612,4,OV,6.591,4.072
blugr1612,5,OV,3.948,3.799
yy4344,6_B,L,0.314,nan
pupu2122,2_B,L,28.828,172.563
oo2015,9_A,L,15.269,107.045
yy1617,5_B,L,29.282,81.315
oo1920,6_B,L,15.653,74.953
ww1211,5_B,L,17.877,71.021
pupu0606,4_B,L,12.565,60.995
yy2728,4_B,L,22.415,60.974
ww1211,4_B,L,4.892,58.501
blabla1515,2_B,L,18.003,56.424
oo2015,6_A,L,17.798,55.678
yy0203,3_A,L,11.294,53.565
blabla1515,7_B,L,12.537,50.853
oo0909,5_B,L,5.18,46.59
oo0909,6_B,L,5.034,45.3
blabla0903,1_B,L,4.735,44.857
ww1211,1_B,L,5.915,44.63
pupu2122,3_B,L,12.693,43.32
blabla1515,6_B,L,8.09,42.174
blabla1819,4_B,L,18.456,41.42
oo1712,4_B,L,14.106,40.836
oo2015,5_B,L,17.737,40.072
oo2015,3_B,L,8.19,39.134
yy2728,2_A,L,24.192,38.903
blublu4546,2_A,L,14.89,38.648
ww1211,3_B,L,18.423,38.333
oo1010,1_B,L,16.809,37.8
blabla0903,2_B,L,9.086,36.83
oo2015,5_A,L,19.352,36.637
yy0203,5_B,L,2.738,36.592
ww1211,2_B,L,8.417,34.481
gg0304,6_B,L,10.974,34.332
blabla0713,3_B,L,20.65,34.079
pupu0511,2_A,L,7.858,33.351
pupu2122,2_A,L,11.175,33.346
publu0717,9_B,L,26.436,32.948
gg0304,8_B,L,14.195,32.575
pupu2122,5_A,L,2.911,32.52
rr1416,4_B,L,3.93,32.083
publu0717,3_B,L,9.788,31.373
yg0111,9_B,L,10.923,30.881
blabla1515,4_B,L,22.675,30.711
oo1712,7_B,L,18.512,30.629
pupu0607,5_B,L,15.478,30.139
rr3637,3_A,L,7.674,30.081
yy2728,7_A,L,7.143,29.919
blabla0713,2_B,L,24.845,29.786
lghp1616,7_B,L,10.046,29.149
blabla0713,4_B,L,17.211,28.982
yg0331,9_B,L,10.278,28.688
oo1415,5_B,L,9.086,27.506
blabla0903,3_B,L,27.811,27.425
lghp1616,9_B,L,12.948,26.507
oo2015,8_A,L,20.898,25.734
blabla1515,8_B,L,9.563,25.356
oo2015,7_A,L,6.799,25.273
yg0616,8_B,L,13.881,24.912
blabla0903,2_A,L,25.281,24.602
oo0909,2_B,L,4.946,24.55
blabla0903,3_A,L,13.012,24.014
yg0111,5_B,L,9.634,23.819
yy0203,6_B,L,7.762,23.643
oo1010,3_B,L,14.557,23.204
blabla0903,1_A,L,21.024,23.144
pupu0606,2_B,L,5.732,23.079
blabla1515,3_B,L,14.58,22.811
rr1416,5_B,L,19.693,22.751
blublu4142,5_B,L,14.909,22.097
yy0203,4_B,L,2.243,21.948
pipu1018,1_B,L,14.107,21.815
lghp1616,6_B,L,4.8,21.811
rr3637,2_B,L,3.266,21.174
pipu0617,10_B,L,14.441,20.632
blabla0713,5_B,L,15.671,20.054
rr3637,1_B,L,4.827,20.039
lghp1616,8_B,L,2.87,19.874
pupu2122,3_A,L,4.748,18.981
gg1114,5_B,L,8.015,18.638
oo1712,3_B,L,6.493,18.575
yg0111,3_B,L,9.578,18.418
blabla0713,6_B,L,14.389,18
rr1416,2_B,L,12.169,17.98
yg0331,3_B,L,7.495,17.925
lghp1616,4_B,L,11.072,17.905
lghp1616,5_B,L,7.597,17.841
blabla1515,5_B,L,12.916,17.527
oo1920,7_B,L,11.428,17.494
pupu1203,3_B,L,9.877,17.321
blublu9394,3_B,L,10.594,16.958
gg0304,9_B,L,2.817,16.937
pipu1018,6_B,L,8.684,16.382
pipu0617,3_B,L,12.882,16.064
oo1010,4_B,L,6.232,16.019
yy2728,4_A,L,12.762,15.924
oo1415,6_B,L,10.104,15.668
pupu0511,3_A,L,20.369,15.05
oo2015,6_B,L,10.008,15.045
blublu0809,3_B,L,10.45,14.913
pipu0617,5_B,L,18.301,14.902
pipu1018,11_B,L,1.108,14.832
yg0331,2_B,L,18.559,14.758
blublu4546,2_B,L,2.088,14.742
yg0616,9_B,L,9.074,14.675
pupu0607,3_A,L,11.16,14.445
blabla1904,3_B,L,10.491,14.354
yy2728,2_B,L,2.499,14.339
blublu4142,3_B,L,8.227,14.267
pupu0511,5_A,L,6.158,13.974
publu0717,7_B,L,3.831,13.883
oo1712,8_B,L,8.495,13.679
pupu0607,4_B,L,3.212,13.598
blublu0809,4_B,L,17.683,13.405
yg0616,10_B,L,12.787,13.365
ww1211,5_A,L,2.4,13.316
yy1617,2_B,L,3.73,13.315
rr3637,2_A,L,2.475,13.273
yg0111,10_B,L,11.337,13.219
pipu0617,8_B,L,7.212,13.176
yg0331,10_B,L,8.411,12.834
rr1416,1_B,L,1.974,12.644
blublu9394,2_B,L,8.959,12.526
pupu0511,3_B,L,4.958,12.149
pupu2122,4_A,L,7.711,12.084
gg0304,10_B,L,6.084,12
rr3637,3_B,L,1.788,11.674
oo2015,10_A,L,11.82,11.351
yy2728,6_A,L,2.027,11.294
oo0108,1_B,L,10.2,11.083
yg0111,2_B,L,6.849,10.886
pipu0617,9_B,L,3.64,10.868
yg0331,4_B,L,10.575,10.784
lghp1616,10_B,L,6.369,10.72
gg0304,4_B,L,9.632,10.681
pipu0617,4_B,L,10.448,10.667
yg0111,4_B,L,8.56,10.372
yy0212,6,L,6.491,10.364
oo1712,5_B,L,11.152,9.905
pupu0607,2_B,L,1.746,9.882
pupu0607,4_A,L,4.489,9.655
oo1220,3_B,L,8.965,9.578
blublu9394,7_B,L,5.921,9.489
rr3334,1_B,L,10.368,9.433
publu0717,6_B,L,10.945,8.883
blublu9394,5_B,L,7.551,8.688
yy0212,3_B,L,3.895,8.567
pipu1018,3_B,L,8.762,8.477
yg0616,12_B,L,8.182,8.342
blabla0903,6_A,L,7.726,8.273
blublu4142,4_B,L,12.06,8.201
blabla0903,5_A,L,5.055,8.105
yg0616,11_B,L,7.98,8.081
blabla0903,4_B,L,5.066,7.804
blublu9394,4_B,L,2.373,7.77
yg0111,6_B,L,4.807,7.668
pupu0511,1_A,L,2.579,7.624
oo2015,7_B,L,8.13,7.526
gg1114,7_A,L,3.828,7.514
pipu1018,4_B,L,9.727,7.409
pupu0607,6_A,L,2.26,7.405
yy2728,5,L,5.804,7.388
oo0108,2_B,L,7.024,7.371
pipu0617,7_B,L,5.28,7.107
oo1415,3_B,L,5.675,6.878
yg0111,8_B,L,7.066,6.578
gg1114,4_A,L,0.744,6.566
pipu1018,7_B,L,6.345,6.461
pupu0607,5_A,L,2.771,6.454
blabla0313,3,L,5.653,6.399
oo0909,4_B,L,6.865,6.365
yg0111,7_B,L,6.223,6.292
oo1415,2_B,L,4.143,6.245
blabla0903,5_B,L,1.937,6.129
blabla1904,4_B,L,3.552,6.126
oo1220,5_B,L,5.342,5.897
pupu0606,3_B,L,4.483,5.841
yg0331,5_B,L,6.35,5.455
yg0331,8_B,L,6.549,5.424
pupu0511,4_A,L,2.187,5.292
blabla1904,5_B,L,3.931,4.749
pupu0333,2_B,L,6.944,4.475
pupu0607,3_B,L,3.862,4.467
oo1220,5_A,L,2.605,4.434
yy0212,4_B,L,1.239,4.269
pupu0333,3_B,L,3.614,3.983
oo1220,6_A,L,1.342,3.853
yy1617,3_B,L,0.95,3.357
yy2728,1_A,L,2.159,2.898
oo1220,6_B,L,2.655,2.884
pipu1018,2_B,L,-1,-1
oo2015,6_A,L1,17.798,55.678
oo2015,5_A,L1,19.352,36.637
blabla0713,3_B,L1,20.65,34.079
yy2728,7_A,L1,7.143,29.919
blabla0713,2_B,L1,24.845,29.786
yg0331,9_B,L1,10.278,28.688
pipu0617,3_B,L1,12.882,16.064
pupu0607,3_A,L1,11.16,14.445
pupu0607,4_B,L1,3.212,13.598
pipu0617,8_B,L1,7.212,13.176
yy2728,6_A,L1,2.027,11.294
pupu0607,2_B,L1,1.746,9.882
pupu0607,4_A,L1,4.489,9.655
pipu0617,7_B,L1,5.28,7.107
blabla0903,5_B,L1,1.937,6.129
yg0331,8_B,L1,6.549,5.424
pupu0607,3_B,L1,3.862,4.467
pupu2122,2_B,L2a,28.828,172.563
oo2015,9_A,L2a,15.269,107.045
yy1617,5_B,L2a,29.282,81.315
oo1920,6_B,L2a,15.653,74.953
ww1211,5_B,L2b,17.877,71.021
yy2728,4_B,L2a,22.415,60.974
ww1211,4_B,L2b,4.892,58.501
blabla1515,2_B,L2a,18.003,56.424
yy0203,3_A,L2b,11.294,53.565
blabla1515,7_B,L2a,12.537,50.853
oo0909,5_B,L2b,5.18,46.59
blabla0903,1_B,L2b,4.735,44.857
ww1211,1_B,L2b,5.915,44.63
pupu2122,3_B,L2a,12.693,43.32
blabla1515,6_B,L2a,8.09,42.174
oo2015,5_B,L2b,17.737,40.072
oo2015,3_B,L2b,8.19,39.134
ww1211,3_B,L2b,18.423,38.333
oo1010,1_B,L2b,16.809,37.8
blabla0903,2_B,L2a,9.086,36.83
yy0203,5_B,L2b,2.738,36.592
ww1211,2_B,L2b,8.417,34.481
gg0304,6_B,L2b,10.974,34.332
pupu0511,2_A,L2a,7.858,33.351
publu0717,9_B,L2b,26.436,32.948
rr1416,4_B,L2b,3.93,32.083
publu0717,3_B,L2b,9.788,31.373
oo1712,7_B,L2a,18.512,30.629
pupu0607,5_B,L2a,15.478,30.139
rr3637,3_A,L2b,7.674,30.081
blabla0713,4_B,L2a,17.211,28.982
oo1415,5_B,L2a,9.086,27.506
oo2015,8_A,L2a,20.898,25.734
yg0616,8_B,L2a,13.881,24.912
blabla0903,2_A,L2a,25.281,24.602
oo0909,2_B,L2b,4.946,24.55
blabla0903,3_A,L2a,13.012,24.014
yg0111,5_B,L2b,9.634,23.819
yy0203,6_B,L2b,7.762,23.643
oo1010,3_B,L2b,14.557,23.204
blabla0903,1_A,L2a,21.024,23.144
pupu0606,2_B,L2a,5.732,23.079
blabla1515,3_B,L2a,14.58,22.811
blublu4142,5_B,L2a,14.909,22.097
yy0203,4_B,L2b,2.243,21.948
pipu1018,1_B,L2a,14.107,21.815
rr3637,2_B,L2b,3.266,21.174
pipu0617,10_B,L2a,14.441,20.632
blabla0713,5_B,L2a,15.671,20.054
rr3637,1_B,L2b,4.827,20.039
oo1712,3_B,L2a,6.493,18.575
blabla0713,6_B,L2a,14.389,18
rr1416,2_B,L2b,12.169,17.98
pipu1018,6_B,L2a,8.684,16.382
oo2015,6_B,L2b,10.008,15.045
blublu0809,3_B,L2b,10.45,14.913
pipu0617,5_B,L2a,18.301,14.902
pipu1018,11_B,L2a,1.108,14.832
yg0331,2_B,L2a,18.559,14.758
yg0616,9_B,L2a,9.074,14.675
blabla1904,3_B,L2a,10.491,14.354
yy2728,2_B,L2b,2.499,14.339
blublu4142,3_B,L2a,8.227,14.267
publu0717,7_B,L2b,3.831,13.883
oo1712,8_B,L2a,8.495,13.679
yg0616,10_B,L2a,12.787,13.365
yy1617,2_B,L2a,3.73,13.315
rr3637,2_A,L2b,2.475,13.273
yg0111,10_B,L2b,11.337,13.219
yg0331,10_B,L2a,8.411,12.834
rr1416,1_B,L2b,1.974,12.644
rr3637,3_B,L2b,1.788,11.674
oo2015,10_A,L2a,11.82,11.351
oo0108,1_B,L2b,10.2,11.083
pipu0617,9_B,L2a,3.64,10.868
gg0304,4_B,L2b,9.632,10.681
pipu0617,4_B,L2a,10.448,10.667
yy0212,6,L2a,6.491,10.364
rr3334,1_B,L2b,10.368,9.433
publu0717,6_B,L2a,10.945,8.883
yy0212,3_B,L2b,3.895,8.567
blublu4142,4_B,L2a,12.06,8.201
yg0616,11_B,L2a,7.98,8.081
yy2728,5,L2b,5.804,7.388
oo0108,2_B,L2b,7.024,7.371
pipu1018,7_B,L2a,6.345,6.461
blabla0313,3,L2b,5.653,6.399
oo0909,4_B,L2b,6.865,6.365
oo1220,5_B,L2a,5.342,5.897
pupu0606,3_B,L2a,4.483,5.841
pupu0511,4_A,L2a,2.187,5.292
oo1220,5_A,L2a,2.605,4.434
yy0212,4_B,L2b,1.239,4.269
yy1617,3_B,L2a,0.95,3.357
pipu1018,2_B,L2a,-1,-1
yy4344,6_B,L3,0.314,nan
pupu0606,4_B,L3,12.565,60.995
oo0909,6_B,L3,5.034,45.3
blabla1819,4_B,L3,18.456,41.42
oo1712,4_B,L3,14.106,40.836
yy2728,2_A,L3,24.192,38.903
gg0304,8_B,L3,14.195,32.575
blabla1515,4_B,L3,22.675,30.711
blabla0903,3_B,L3,27.811,27.425
blabla1515,8_B,L3,9.563,25.356
oo2015,7_A,L3,6.799,25.273
rr1416,5_B,L3,19.693,22.751
gg1114,5_B,L3,8.015,18.638
yg0111,3_B,L3,9.578,18.418
yg0331,3_B,L3,7.495,17.925
blabla1515,5_B,L3,12.916,17.527
oo1920,7_B,L3,11.428,17.494
pupu1203,3_B,L3,9.877,17.321
gg0304,9_B,L3,2.817,16.937
oo1010,4_B,L3,6.232,16.019
yy2728,4_A,L3,12.762,15.924
oo1415,6_B,L3,10.104,15.668
pupu0511,3_A,L3,20.369,15.05
blublu0809,4_B,L3,17.683,13.405
ww1211,5_A,L3,2.4,13.316
gg0304,10_B,L3,6.084,12
yg0111,2_B,L3,6.849,10.886
yg0331,4_B,L3,10.575,10.784
yg0111,4_B,L3,8.56,10.372
oo1712,5_B,L3,11.152,9.905
pipu1018,3_B,L3,8.762,8.477
blabla0903,6_A,L3,7.726,8.273
blabla0903,5_A,L3,5.055,8.105
blabla0903,4_B,L3,5.066,7.804
yg0111,6_B,L3,4.807,7.668
oo2015,7_B,L3,8.13,7.526
gg1114,7_A,L3,3.828,7.514
pipu1018,4_B,L3,9.727,7.409
pupu0607,6_A,L3,2.26,7.405
yg0111,8_B,L3,7.066,6.578
pupu0607,5_A,L3,2.771,6.454
yg0111,7_B,L3,6.223,6.292
blabla1904,4_B,L3,3.552,6.126
yg0331,5_B,L3,6.35,5.455
blabla1904,5_B,L3,3.931,4.749
pupu0333,3_B,L3,3.614,3.983
oo1220,6_A,L3,1.342,3.853
oo1220,6_B,L3,2.655,2.884
blublu0809,2_B,CM,25.564,97.466
yy2728,7_B,CM,12.614,56.442
yy0203,6_A,CM,18.421,49.63
yy0212,2_B,CM,20.583,46.979
pupu2122,1_B,CM,4.26,46.741
oo1220,2_A,CM,11.683,43.137
yy4344,1_B,CM,6.428,34.527
yy0203,2_A,CM,2.721,31.9
yy0203,4_A,CM,3.159,29.679
blublu0809,1_B,CM,14.841,28.046
yg0616,4_B,CM,7.005,25.691
oo2015,2_B,CM,5.659,24.549
yg0616,7_B,CM,2.181,24.154
yy0212,5,CM,4.236,23.734
pupu0333,5_B,CM,5.05,20.909
oo1920,3_B,CM,6.207,19.546
oo1220,2_B,CM,9.989,18.827
yg0616,5_B,CM,5.577,17.084
oo1220,1_A,CM,4.863,15.095
yg0616,6_B,CM,7.85,13.442
oo0108,4_B,CM,2.677,13.285
oo1920,10_B,CM,5.618,13.125
yy2728,6_B,CM,3.23,12.362
oo1920,5_B,CM,10.074,11.137
pupu0511,1_B,CM,7.372,11.128
yy0203,5_A,CM,2.796,10.775
oo1920,9_B,CM,8.028,9.957
oo1712,2_B,CM,23.849,9.868
oo1920,4_B,CM,6.815,8.534
oo1220,1_B,CM,1.502,7.352
yy2728,1_B,CM,1.018,6.94
gg1114,2_A,CM,3.962,5.717
pupu0607,2_A,CM,3.257,5.517
pupu0607,1_B,CM,3.627,3.96
blabla1904,1_B,CM,3.605,3.928
oo1920,2_B,CM,3.183,3.753
pupu0333,4_B,CM,1.84,2.233
